timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,episode
9,fair_1,fair,1,4,43.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,105.0,0
9,max_1,max,1,4,38.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-1.25,116.25,0
0,fair_1,fair,1,4,38.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-1.25,11.25,1
0,max_1,max,1,4,33.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-6.25,15.0,1
1,fair_1,fair,1,4,32.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-7.5,22.5,1
1,max_1,max,1,4,27.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-12.5,30.0,1
2,fair_1,fair,1,4,22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-17.5,37.5,1
2,max_1,max,1,4,7.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-32.5,75.0,1
3,fair_1,fair,1,4,32.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-7.5,52.5,1
3,max_1,max,1,4,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,75.0,1
4,fair_1,fair,1,4,40.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,0.0,75.0,1
4,max_1,max,1,4,30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-10.0,105.0,1
5,fair_1,fair,1,4,27.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-12.5,97.5,1
5,max_1,max,1,4,17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-22.5,135.0,1
6,fair_1,fair,1,4,20.0,5.0,5.0,15.0,7.5,0.5,2.5,7.5,-20.0,105.0,1
6,max_1,max,1,4,5.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-35.0,180.0,1
7,fair_1,fair,1,4,11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-28.75,108.75,1
7,max_1,max,1,4,1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-38.75,210.0,1
8,fair_1,fair,1,4,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-26.25,116.25,1
8,max_1,max,1,4,3.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-36.25,240.0,1
9,fair_1,fair,1,4,16.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-23.75,123.75,1
9,max_1,max,1,4,6.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-33.75,270.0,1
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,2
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,0.0,2
1,fair_1,fair,1,4,41.25,10.0,10.0,30.0,15.0,0.5,5.0,15.0,1.25,48.75,2
1,max_1,max,1,4,31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-8.75,30.0,2
2,fair_1,fair,1,4,28.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-11.25,71.25,2
2,max_1,max,1,4,8.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-31.25,90.0,2
3,fair_1,fair,1,4,21.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-18.75,78.75,2
3,max_1,max,1,4,16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-23.75,105.0,2
4,fair_1,fair,1,4,6.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-33.75,108.75,2
4,max_1,max,1,4,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.75,105.0,2
5,fair_1,fair,1,4,3.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-36.25,131.25,2
5,max_1,max,1,4,-1.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-41.25,120.0,2
6,fair_1,fair,1,4,-3.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-43.75,153.75,2
6,max_1,max,1,4,-3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.75,120.0,2
7,fair_1,fair,1,4,15.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-25.0,165.0,2
7,max_1,max,1,4,-5.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-45.0,180.0,2
8,fair_1,fair,1,4,7.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-32.5,172.5,2
8,max_1,max,1,4,-7.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-47.5,225.0,2
9,fair_1,fair,1,4,5.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-35.0,180.0,2
9,max_1,max,1,4,0.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-40.0,240.0,2
0,fair_1,fair,1,4,38.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-1.25,11.25,3
0,max_1,max,1,4,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,0.0,3
1,fair_1,fair,1,4,28.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-11.25,41.25,3
1,max_1,max,1,4,18.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-21.25,30.0,3
2,fair_1,fair,1,4,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.25,41.25,3
2,max_1,max,1,4,13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-26.25,45.0,3
3,fair_1,fair,1,4,10.0,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-30.0,75.0,3
3,max_1,max,1,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,45.0,3
4,fair_1,fair,1,4,5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-35.0,90.0,3
4,max_1,max,1,4,0.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-40.0,60.0,3
5,fair_1,fair,1,4,-1.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-41.25,101.25,3
5,max_1,max,1,4,-21.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-61.25,120.0,3
6,fair_1,fair,1,4,-8.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-48.75,108.75,3
6,max_1,max,1,4,-8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.75,120.0,3
7,fair_1,fair,1,4,-2.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-42.5,112.5,3
7,max_1,max,1,4,-2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-42.5,120.0,3
8,fair_1,fair,1,4,3.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-36.25,116.25,3
8,max_1,max,1,4,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-36.25,120.0,3
9,fair_1,fair,1,4,6.25,5.0,5.0,15.0,7.5,0.5,2.5,7.5,-33.75,123.75,3
9,max_1,max,1,4,-13.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-53.75,180.0,3
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,4
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,0.0,4
1,fair_1,fair,1,4,32.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-7.5,67.5,4
1,max_1,max,1,4,32.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-7.5,0.0,4
2,fair_1,fair,1,4,37.5,10.0,10.0,30.0,15.0,0.5,5.0,15.0,-2.5,82.5,4
2,max_1,max,1,4,37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-2.5,0.0,4
3,fair_1,fair,1,4,50.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,10.0,90.0,4
3,max_1,max,1,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4
4,fair_1,fair,1,4,62.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,22.5,97.5,4
4,max_1,max,1,4,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,4
5,fair_1,fair,1,4,75.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,35.0,105.0,4
5,max_1,max,1,4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4
6,fair_1,fair,1,4,87.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,47.5,112.5,4
6,max_1,max,1,4,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,4
7,fair_1,fair,1,4,100.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,60.0,120.0,4
7,max_1,max,1,4,100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,60.0,0.0,4
8,fair_1,fair,1,4,112.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,72.5,127.5,4
8,max_1,max,1,4,112.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5,0.0,4
9,fair_1,fair,1,4,131.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,91.25,138.75,4
9,max_1,max,1,4,131.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.25,0.0,4
0,fair_1,fair,1,4,50.0,20.0,20.0,60.0,30.0,0.5,10.0,30.0,10.0,30.0,5
0,max_1,max,1,4,40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,0.0,30.0,5
1,fair_1,fair,1,4,37.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-2.5,52.5,5
1,max_1,max,1,4,17.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-22.5,90.0,5
2,fair_1,fair,1,4,13.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-26.25,86.25,5
2,max_1,max,1,4,8.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-31.25,105.0,5
3,fair_1,fair,1,4,-1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-41.25,116.25,5
3,max_1,max,1,4,-21.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-61.25,165.0,5
4,fair_1,fair,1,4,-26.25,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-66.25,161.25,5
4,max_1,max,1,4,-46.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-86.25,225.0,5
5,fair_1,fair,1,4,-47.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-87.5,172.5,5
5,max_1,max,1,4,-67.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-107.5,285.0,5
6,fair_1,fair,1,4,-61.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-101.25,176.25,5
6,max_1,max,1,4,-81.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-121.25,345.0,5
7,fair_1,fair,1,4,-82.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-122.5,187.5,5
7,max_1,max,1,4,-102.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-142.5,405.0,5
8,fair_1,fair,1,4,-102.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-142.5,187.5,5
8,max_1,max,1,4,-122.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-162.5,465.0,5
9,fair_1,fair,1,4,-122.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-162.5,187.5,5
9,max_1,max,1,4,-127.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-167.5,480.0,5
0,fair_1,fair,1,4,37.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-2.5,22.5,6
0,max_1,max,1,4,22.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-17.5,45.0,6
1,fair_1,fair,1,4,18.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-21.25,56.25,6
1,max_1,max,1,4,8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-31.25,75.0,6
2,fair_1,fair,1,4,6.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-33.75,78.75,6
2,max_1,max,1,4,1.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-38.75,90.0,6
3,fair_1,fair,1,4,-8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-48.75,108.75,6
3,max_1,max,1,4,-13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-53.75,105.0,6
4,fair_1,fair,1,4,-15.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-55.0,120.0,6
4,max_1,max,1,4,-25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-65.0,135.0,6
5,fair_1,fair,1,4,-26.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-66.25,131.25,6
5,max_1,max,1,4,-36.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-76.25,165.0,6
6,fair_1,fair,1,4,-36.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-76.25,131.25,6
6,max_1,max,1,4,-46.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-86.25,195.0,6
7,fair_1,fair,1,4,-46.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-86.25,131.25,6
7,max_1,max,1,4,-51.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-91.25,210.0,6
8,fair_1,fair,1,4,-38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-78.75,138.75,6
8,max_1,max,1,4,-38.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-78.75,210.0,6
9,fair_1,fair,1,4,-20.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-60.0,150.0,6
9,max_1,max,1,4,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-70.0,240.0,6
0,fair_1,fair,1,4,37.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-2.5,22.5,7
0,max_1,max,1,4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,7
1,fair_1,fair,1,4,40.0,5.0,5.0,15.0,7.5,0.5,2.5,7.5,0.0,30.0,7
1,max_1,max,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,7
2,fair_1,fair,1,4,33.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-6.25,41.25,7
2,max_1,max,1,4,28.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-11.25,30.0,7
3,fair_1,fair,1,4,35.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-5.0,45.0,7
3,max_1,max,1,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,30.0,7
4,fair_1,fair,1,4,35.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-5.0,45.0,7
4,max_1,max,1,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,60.0,7
5,fair_1,fair,1,4,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-15.0,45.0,7
5,max_1,max,1,4,20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-20.0,75.0,7
6,fair_1,fair,1,4,32.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-7.5,52.5,7
6,max_1,max,1,4,22.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-17.5,105.0,7
7,fair_1,fair,1,4,35.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-5.0,60.0,7
7,max_1,max,1,4,30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-10.0,120.0,7
8,fair_1,fair,1,4,55.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,15.0,75.0,7
8,max_1,max,1,4,45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,5.0,150.0,7
9,fair_1,fair,1,4,51.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,11.25,78.75,7
9,max_1,max,1,4,46.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,6.25,165.0,7
0,fair_1,fair,1,4,50.0,20.0,20.0,60.0,30.0,0.5,10.0,30.0,10.0,30.0,8
0,max_1,max,1,4,35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-5.0,45.0,8
1,fair_1,fair,1,4,30.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-10.0,75.0,8
1,max_1,max,1,4,10.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-30.0,105.0,8
2,fair_1,fair,1,4,35.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-5.0,90.0,8
2,max_1,max,1,4,15.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-25.0,165.0,8
3,fair_1,fair,1,4,10.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-30.0,135.0,8
3,max_1,max,1,4,-10.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-50.0,225.0,8
4,fair_1,fair,1,4,-15.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-55.0,180.0,8
4,max_1,max,1,4,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,225.0,8
5,fair_1,fair,1,4,-20.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-60.0,225.0,8
5,max_1,max,1,4,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-70.0,255.0,8
6,fair_1,fair,1,4,-33.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-73.75,258.75,8
6,max_1,max,1,4,-33.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-73.75,255.0,8
7,fair_1,fair,1,4,-26.25,15.0,15.0,45.0,22.5,0.5,7.5,22.5,-66.25,281.25,8
7,max_1,max,1,4,-26.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-66.25,255.0,8
8,fair_1,fair,1,4,-1.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-41.25,296.25,8
8,max_1,max,1,4,-1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-41.25,255.0,8
9,fair_1,fair,1,4,11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-28.75,303.75,8
9,max_1,max,1,4,11.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-28.75,255.0,8
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,9
0,max_1,max,1,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,45.0,9
1,fair_1,fair,1,4,25.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-15.0,0.0,9
1,max_1,max,1,4,15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-25.0,75.0,9
2,fair_1,fair,1,4,13.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-26.25,11.25,9
2,max_1,max,1,4,8.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-31.25,90.0,9
3,fair_1,fair,1,4,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.25,11.25,9
3,max_1,max,1,4,-1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-41.25,120.0,9
4,fair_1,fair,1,4,-1.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-41.25,11.25,9
4,max_1,max,1,4,-16.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-56.25,165.0,9
5,fair_1,fair,1,4,-16.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-56.25,11.25,9
5,max_1,max,1,4,-26.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-66.25,195.0,9
6,fair_1,fair,1,4,-26.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-66.25,11.25,9
6,max_1,max,1,4,-36.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-76.25,225.0,9
7,fair_1,fair,1,4,-36.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-76.25,11.25,9
7,max_1,max,1,4,-46.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-86.25,255.0,9
8,fair_1,fair,1,4,-46.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-86.25,11.25,9
8,max_1,max,1,4,-51.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-91.25,270.0,9
9,fair_1,fair,1,4,-45.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-85.0,15.0,9
9,max_1,max,1,4,-48.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-88.75,303.75,9
0,fair_1,fair,1,4,37.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-2.5,22.5,10
0,max_1,max,1,4,17.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-22.5,60.0,10
1,fair_1,fair,1,4,12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-27.5,37.5,10
1,max_1,max,1,4,-2.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-42.5,105.0,10
2,fair_1,fair,1,4,10.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-30.0,45.0,10
2,max_1,max,1,4,0.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-40.0,135.0,10
3,fair_1,fair,1,4,-3.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-43.75,78.75,10
3,max_1,max,1,4,-13.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-53.75,165.0,10
4,fair_1,fair,1,4,-16.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-56.25,101.25,10
4,max_1,max,1,4,-21.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-61.25,180.0,10
5,fair_1,fair,1,4,-23.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-63.75,123.75,10
5,max_1,max,1,4,-28.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-68.75,195.0,10
6,fair_1,fair,1,4,-31.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-71.25,146.25,10
6,max_1,max,1,4,-46.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-86.25,240.0,10
7,fair_1,fair,1,4,-27.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-67.5,157.5,10
7,max_1,max,1,4,-47.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-87.5,300.0,10
8,fair_1,fair,1,4,-41.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-81.25,161.25,10
8,max_1,max,1,4,-41.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-81.25,300.0,10
9,fair_1,fair,1,4,-35.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-75.0,165.0,10
9,max_1,max,1,4,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-80.0,315.0,10
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,11
0,max_1,max,1,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,11
1,fair_1,fair,1,4,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-20.0,0.0,11
1,max_1,max,1,4,15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-25.0,75.0,11
2,fair_1,fair,1,4,11.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-28.75,33.75,11
2,max_1,max,1,4,-8.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-48.75,135.0,11
3,fair_1,fair,1,4,-8.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-48.75,33.75,11
3,max_1,max,1,4,-13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-53.75,150.0,11
4,fair_1,fair,1,4,-13.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-53.75,33.75,11
4,max_1,max,1,4,-23.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-63.75,180.0,11
5,fair_1,fair,1,4,-25.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-65.0,45.0,11
5,max_1,max,1,4,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-70.0,195.0,11
6,fair_1,fair,1,4,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-70.0,45.0,11
6,max_1,max,1,4,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-70.0,195.0,11
7,fair_1,fair,1,4,-30.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-70.0,45.0,11
7,max_1,max,1,4,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-70.0,195.0,11
8,fair_1,fair,1,4,-20.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-60.0,45.0,11
8,max_1,max,1,4,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-60.0,195.0,11
9,fair_1,fair,1,4,-13.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-53.75,48.75,11
9,max_1,max,1,4,-13.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-53.75,195.0,11
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,12
0,max_1,max,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,12
1,fair_1,fair,1,4,33.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-6.25,11.25,12
