timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,episode
1,fair_1,fair,1,4,36.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-3.75,18.75,1
1,max_1,max,1,4,31.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-8.75,30.0,1
2,fair_1,fair,1,4,37.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-2.5,22.5,1
2,max_1,max,1,4,22.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-17.5,75.0,1
3,fair_1,fair,1,4,47.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,7.5,37.5,1
3,max_1,max,1,4,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,75.0,1
4,fair_1,fair,1,4,66.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,26.25,48.75,1
4,max_1,max,1,4,56.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,16.25,105.0,1
5,fair_1,fair,1,4,81.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,41.25,63.75,1
5,max_1,max,1,4,71.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,31.25,135.0,1
6,fair_1,fair,1,4,77.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,37.5,67.5,1
6,max_1,max,1,4,62.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,22.5,180.0,1
7,fair_1,fair,1,4,68.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,28.75,71.25,1
7,max_1,max,1,4,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,180.0,1
8,fair_1,fair,1,4,81.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,41.25,78.75,1
8,max_1,max,1,4,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,180.0,1
9,fair_1,fair,1,4,93.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,53.75,86.25,1
9,max_1,max,1,4,83.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,43.75,210.0,1
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,2
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-3.75,0.0,2
1,fair_1,fair,1,4,48.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,8.75,41.25,2
1,max_1,max,1,4,38.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-1.25,30.0,2
2,fair_1,fair,1,4,51.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,11.25,48.75,2
2,max_1,max,1,4,31.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-8.75,90.0,2
3,fair_1,fair,1,4,43.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,3.75,56.25,2
3,max_1,max,1,4,38.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-1.25,105.0,2
4,fair_1,fair,1,4,28.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-11.25,86.25,2
4,max_1,max,1,4,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.25,105.0,2
5,fair_1,fair,1,4,41.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,1.25,93.75,2
5,max_1,max,1,4,36.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-3.75,120.0,2
6,fair_1,fair,1,4,48.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,8.75,101.25,2
6,max_1,max,1,4,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,120.0,2
7,fair_1,fair,1,4,67.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,27.5,112.5,2
7,max_1,max,1,4,47.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,7.5,180.0,2
8,fair_1,fair,1,4,60.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,20.0,120.0,2
8,max_1,max,1,4,45.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,5.0,225.0,2
9,fair_1,fair,1,4,57.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,17.5,127.5,2
9,max_1,max,1,4,52.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,12.5,240.0,2
0,fair_1,fair,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,3
0,max_1,max,1,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,3
1,fair_1,fair,1,4,47.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,7.5,22.5,3
1,max_1,max,1,4,37.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-2.5,30.0,3
2,fair_1,fair,1,4,37.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-2.5,22.5,3
2,max_1,max,1,4,32.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-7.5,45.0,3
3,fair_1,fair,1,4,51.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,33.75,3
3,max_1,max,1,4,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,45.0,3
4,fair_1,fair,1,4,57.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,17.5,37.5,3
4,max_1,max,1,4,52.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,12.5,60.0,3
5,fair_1,fair,1,4,58.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,18.75,41.25,3
5,max_1,max,1,4,38.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-1.25,120.0,3
6,fair_1,fair,1,4,51.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,11.25,48.75,3
6,max_1,max,1,4,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,120.0,3
7,fair_1,fair,1,4,57.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,17.5,52.5,3
7,max_1,max,1,4,57.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17.5,120.0,3
8,fair_1,fair,1,4,63.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,23.75,56.25,3
8,max_1,max,1,4,63.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.75,120.0,3
9,fair_1,fair,1,4,70.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,30.0,60.0,3
9,max_1,max,1,4,50.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,10.0,180.0,3
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,4
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-3.75,0.0,4
1,fair_1,fair,1,4,55.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,15.0,45.0,4
1,max_1,max,1,4,55.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,15.0,0.0,4
2,fair_1,fair,1,4,67.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,27.5,52.5,4
2,max_1,max,1,4,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,4
3,fair_1,fair,1,4,80.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,40.0,60.0,4
3,max_1,max,1,4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4
4,fair_1,fair,1,4,92.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,52.5,67.5,4
4,max_1,max,1,4,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,4
5,fair_1,fair,1,4,105.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,65.0,75.0,4
5,max_1,max,1,4,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,4
6,fair_1,fair,1,4,117.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,77.5,82.5,4
6,max_1,max,1,4,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,4
7,fair_1,fair,1,4,130.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,90.0,90.0,4
7,max_1,max,1,4,130.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,90.0,0.0,4
8,fair_1,fair,1,4,142.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,102.5,97.5,4
8,max_1,max,1,4,142.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,102.5,0.0,4
9,fair_1,fair,1,4,161.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,121.25,108.75,4
9,max_1,max,1,4,161.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121.25,0.0,4
0,fair_1,fair,1,4,65.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,25.0,15.0,5
0,max_1,max,1,4,55.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,15.0,30.0,5
1,fair_1,fair,1,4,52.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,12.5,37.5,5
1,max_1,max,1,4,32.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-7.5,90.0,5
2,fair_1,fair,1,4,17.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-22.5,82.5,5
2,max_1,max,1,4,12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-27.5,105.0,5
3,fair_1,fair,1,4,2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-37.5,112.5,5
3,max_1,max,1,4,-17.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-57.5,165.0,5
4,fair_1,fair,1,4,7.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-32.5,127.5,5
4,max_1,max,1,4,-12.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-52.5,225.0,5
5,fair_1,fair,1,4,-13.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-53.75,138.75,5
5,max_1,max,1,4,-33.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-73.75,285.0,5
6,fair_1,fair,1,4,-27.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-67.5,142.5,5
6,max_1,max,1,4,-47.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-87.5,345.0,5
7,fair_1,fair,1,4,-41.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-81.25,146.25,5
7,max_1,max,1,4,-61.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-101.25,405.0,5
8,fair_1,fair,1,4,-61.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-101.25,146.25,5
8,max_1,max,1,4,-81.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-121.25,465.0,5
9,fair_1,fair,1,4,-81.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-121.25,146.25,5
9,max_1,max,1,4,-86.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-126.25,480.0,5
0,fair_1,fair,1,4,30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-10.0,30.0,6
0,max_1,max,1,4,15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-25.0,45.0,6
1,fair_1,fair,1,4,25.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-15.0,30.0,6
1,max_1,max,1,4,15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-25.0,75.0,6
2,fair_1,fair,1,4,27.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-12.5,37.5,6
2,max_1,max,1,4,22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-17.5,90.0,6
3,fair_1,fair,1,4,35.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-5.0,45.0,6
3,max_1,max,1,4,30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-10.0,105.0,6
4,fair_1,fair,1,4,36.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-3.75,48.75,6
4,max_1,max,1,4,26.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-13.75,135.0,6
5,fair_1,fair,1,4,51.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,11.25,63.75,6
5,max_1,max,1,4,41.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,1.25,165.0,6
6,fair_1,fair,1,4,41.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.25,63.75,6
6,max_1,max,1,4,31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-8.75,195.0,6
7,fair_1,fair,1,4,31.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-8.75,63.75,6
7,max_1,max,1,4,26.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-13.75,210.0,6
8,fair_1,fair,1,4,38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-1.25,71.25,6
8,max_1,max,1,4,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,210.0,6
9,fair_1,fair,1,4,38.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-1.25,71.25,6
9,max_1,max,1,4,28.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-11.25,240.0,6
0,fair_1,fair,1,4,30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-10.0,30.0,7
0,max_1,max,1,4,30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-10.0,0.0,7
1,fair_1,fair,1,4,36.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-3.75,33.75,7
1,max_1,max,1,4,31.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-8.75,15.0,7
2,fair_1,fair,1,4,37.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-2.5,37.5,7
2,max_1,max,1,4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,15.0,7
3,fair_1,fair,1,4,43.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,41.25,7
3,max_1,max,1,4,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,15.0,7
4,fair_1,fair,1,4,43.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,41.25,7
4,max_1,max,1,4,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,15.0,7
5,fair_1,fair,1,4,43.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,41.25,7
5,max_1,max,1,4,38.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-1.25,30.0,7
6,fair_1,fair,1,4,51.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,11.25,48.75,7
6,max_1,max,1,4,41.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,1.25,60.0,7
7,fair_1,fair,1,4,47.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,7.5,52.5,7
7,max_1,max,1,4,42.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,2.5,75.0,7
8,fair_1,fair,1,4,48.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,8.75,56.25,7
8,max_1,max,1,4,48.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8.75,75.0,7
9,fair_1,fair,1,4,55.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,15.0,60.0,7
9,max_1,max,1,4,50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,10.0,90.0,7
0,fair_1,fair,1,4,65.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,25.0,15.0,8
0,max_1,max,1,4,50.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,10.0,45.0,8
1,fair_1,fair,1,4,45.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,5.0,60.0,8
1,max_1,max,1,4,25.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-15.0,105.0,8
2,fair_1,fair,1,4,5.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-35.0,120.0,8
2,max_1,max,1,4,-15.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-55.0,165.0,8
3,fair_1,fair,1,4,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,120.0,8
3,max_1,max,1,4,-35.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-75.0,225.0,8
4,fair_1,fair,1,4,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-75.0,120.0,8
4,max_1,max,1,4,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,225.0,8
5,fair_1,fair,1,4,-25.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-65.0,120.0,8
5,max_1,max,1,4,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-75.0,255.0,8
6,fair_1,fair,1,4,-15.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,-55.0,120.0,8
6,max_1,max,1,4,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,255.0,8
7,fair_1,fair,1,4,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-55.0,120.0,8
7,max_1,max,1,4,-15.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-55.0,255.0,8
8,fair_1,fair,1,4,-8.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-48.75,123.75,8
8,max_1,max,1,4,-8.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-48.75,255.0,8
9,fair_1,fair,1,4,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-48.75,123.75,8
9,max_1,max,1,4,-8.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-48.75,255.0,8
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0,max_1,max,1,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,45.0,9
1,fair_1,fair,1,4,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-15.0,0.0,9
1,max_1,max,1,4,15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-25.0,75.0,9
2,fair_1,fair,1,4,10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-30.0,15.0,9
2,max_1,max,1,4,5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-35.0,90.0,9
3,fair_1,fair,1,4,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-35.0,15.0,9
3,max_1,max,1,4,-5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-45.0,120.0,9
4,fair_1,fair,1,4,-5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-45.0,15.0,9
4,max_1,max,1,4,-20.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-60.0,165.0,9
5,fair_1,fair,1,4,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-60.0,15.0,9
5,max_1,max,1,4,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-65.0,180.0,9
6,fair_1,fair,1,4,-25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-65.0,15.0,9
6,max_1,max,1,4,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-70.0,195.0,9
7,fair_1,fair,1,4,-30.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-70.0,15.0,9
7,max_1,max,1,4,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-70.0,195.0,9
8,fair_1,fair,1,4,-30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-70.0,15.0,9
8,max_1,max,1,4,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-70.0,195.0,9
9,fair_1,fair,1,4,-23.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-63.75,18.75,9
9,max_1,max,1,4,-27.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-67.5,228.75,9
0,fair_1,fair,1,4,30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-10.0,30.0,10
0,max_1,max,1,4,10.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-30.0,60.0,10
1,fair_1,fair,1,4,5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-35.0,45.0,10
1,max_1,max,1,4,-10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-50.0,105.0,10
2,fair_1,fair,1,4,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-60.0,75.0,10
2,max_1,max,1,4,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-70.0,135.0,10
3,fair_1,fair,1,4,0.0,15.0,15.0,45.0,45.0,1.0,30.0,0.0,-40.0,75.0,10
3,max_1,max,1,4,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-50.0,165.0,10
4,fair_1,fair,1,4,10.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,-30.0,75.0,10
4,max_1,max,1,4,5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-35.0,180.0,10
5,fair_1,fair,1,4,17.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-22.5,82.5,10
5,max_1,max,1,4,12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-27.5,195.0,10
6,fair_1,fair,1,4,25.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-15.0,90.0,10
6,max_1,max,1,4,10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-30.0,240.0,10
7,fair_1,fair,1,4,28.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-11.25,101.25,10
7,max_1,max,1,4,8.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-31.25,300.0,10
8,fair_1,fair,1,4,15.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-25.0,105.0,10
8,max_1,max,1,4,15.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-25.0,300.0,10
9,fair_1,fair,1,4,21.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-18.75,108.75,10
9,max_1,max,1,4,16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-23.75,315.0,10
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,max_1,max,1,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,11
1,fair_1,fair,1,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,11
1,max_1,max,1,4,15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-25.0,75.0,11
2,fair_1,fair,1,4,0.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-40.0,45.0,11
2,max_1,max,1,4,-5.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-45.0,120.0,11
3,fair_1,fair,1,4,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-45.0,45.0,11
3,max_1,max,1,4,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-50.0,135.0,11
4,fair_1,fair,1,4,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-50.0,45.0,11
4,max_1,max,1,4,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-60.0,165.0,11
5,fair_1,fair,1,4,-13.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-53.75,48.75,11
5,max_1,max,1,4,-18.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-58.75,180.0,11
6,fair_1,fair,1,4,-18.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-58.75,48.75,11
6,max_1,max,1,4,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.75,180.0,11
7,fair_1,fair,1,4,-18.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-58.75,48.75,11
7,max_1,max,1,4,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.75,180.0,11
8,fair_1,fair,1,4,-12.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-52.5,52.5,11
8,max_1,max,1,4,-12.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-52.5,180.0,11
9,fair_1,fair,1,4,-6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-46.25,56.25,11
9,max_1,max,1,4,-6.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-46.25,180.0,11
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,max_1,max,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,12
1,fair_1,fair,1,4,33.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-6.25,11.25,12
1,max_1,max,1,4,28.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-11.25,30.0,12
2,fair_1,fair,1,4,28.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-11.25,11.25,12
