episode,investor_return,fair_1_return,max_1_return,rnd_1_return
314,2460.05,2658.75,354.45,2628.75
315,2303.1,2795.25,303.15,2626.5
316,1994.65,2461.5,364.35,2707.5
317,2229.1,2514.0,435.15,3003.75
318,1823.05,2773.5,451.2,3098.25
319,1765.1,2985.0,374.4,3097.5
320,1813.1,2977.5,375.9,2887.5
321,1680.85,2992.5,359.4,3131.25
322,1867.5,2820.0,401.25,2951.25
323,1556.85,2698.5,526.65,3276.0
324,2118.4,2708.7,323.4,2941.5
325,2390.8,2709.75,559.95,2617.5
326,2337.9,2685.75,473.1,2711.25
327,2197.05,2748.0,358.2,2724.75
328,1625.25,2915.25,438.0,3127.5
329,1750.1,2871.45,317.7,3108.75
330,2087.8,2866.5,472.95,2694.75
331,2035.55,2814.0,500.7,2793.75
332,1602.5,2727.75,648.75,2835.0
333,1925.3,2628.0,640.95,3123.75
334,1904.65,2658.0,366.6,3168.75
335,2006.6,2740.5,438.15,2964.75
336,1767.15,2765.7,408.15,3153.0
337,2009.8,2617.5,364.95,3123.75
338,2645.95,2139.75,380.55,2745.75
339,2685.05,1881.0,418.2,3093.75
340,3157.0,1730.25,678.75,2820.0
341,2813.75,1779.0,509.25,3018.0
342,3092.3,1769.25,494.7,2883.75
343,3119.8,1575.75,378.45,2790.0
344,3259.5,1952.25,348.75,2527.5
345,1904.3,2754.0,366.45,3065.25
346,2003.75,2797.5,310.5,2870.25
347,1842.1,2785.5,419.4,3075.0
348,2804.85,2029.5,347.4,2768.25
349,2825.8,1794.75,514.95,3046.5
350,2525.2,2169.75,1070.55,2722.5
351,2125.4,1876.5,545.85,2924.25
352,2862.05,2037.75,475.2,2865.0
353,1259.9,2868.9,293.7,2557.5
354,2279.3,3011.25,409.95,2407.5
355,2491.65,2116.5,307.35,3202.5
356,1325.65,2896.65,443.7,2730.0
357,1037.65,2945.4,350.7,2840.25
358,1854.25,2919.15,354.6,2442.0
359,1066.4,3249.9,364.2,3217.5
360,608.0,1709.85,613.65,2722.5
361,623.05,1940.55,424.65,2451.75
362,1283.4,3389.25,330.6,2994.75
363,1474.0,3287.7,404.55,2697.75
364,-1166.45,3716.7,2563.5,2288.25
365,2551.05,2293.2,338.25,2977.5
366,2544.0,2255.25,351.0,2949.75
367,2190.3,2543.25,320.7,2703.75
368,1161.55,3527.7,295.5,2741.25
369,1369.75,2625.9,377.85,2800.5
370,1665.7,3165.9,407.4,2775.0
371,2264.05,2367.75,336.45,3123.75
372,2364.75,2655.0,409.5,2766.75
373,1747.8,2799.0,454.95,3248.25
374,2129.75,2610.75,311.25,3056.25
375,2333.25,2206.5,395.25,3039.0
376,2094.05,2215.5,394.2,3416.25
377,2235.8,2623.5,463.95,2898.75
378,2435.0,2317.5,296.25,3011.25
379,2483.75,2118.0,733.5,2928.75
380,2785.0,2211.0,357.0,2865.0
381,2640.65,2178.75,363.6,2895.0
382,2163.35,2447.25,416.4,3135.0
383,1781.05,2544.75,303.45,3306.75
384,2846.55,2298.0,376.2,2339.25
385,2352.0,2217.75,378.0,3266.25
386,1711.5,2565.0,339.75,2985.75
387,1033.9,3208.5,476.1,3475.5
388,1163.15,3267.0,443.85,3162.0
389,1669.8,3008.7,360.75,2838.75
390,1480.6,2995.95,333.45,3060.0
391,1457.05,3135.0,383.7,2966.25
392,930.05,2553.15,313.8,2517.0
393,1639.55,3006.6,408.6,2981.25
394,1254.4,2709.9,415.95,2793.75
395,2606.5,2048.4,327.6,2689.5
396,642.55,3661.2,322.5,2733.75
397,1229.35,3340.95,446.7,2415.0
398,1164.5,3486.0,310.5,3009.0
399,1919.5,2700.0,384.0,2938.5
400,2129.55,1966.95,979.5,3000.0
401,-289.9,3963.9,2007.75,2486.25
402,774.5,3445.5,672.75,2591.25
403,1702.2,2557.8,482.25,2619.75
404,2985.6,2410.5,389.4,2380.5
405,2467.5,2405.25,450.0,2561.25
406,3420.9,1869.0,344.1,2610.0
407,2728.85,1913.25,308.4,3169.5
408,3217.6,1578.75,341.4,3056.25
409,2958.1,1692.0,368.4,3127.5
410,3482.8,1545.0,354.45,2793.75
411,2559.3,1875.0,378.45,3401.25
412,3158.25,1741.5,179.25,3033.0
413,3512.5,1644.0,409.5,2910.0
414,3414.05,1580.25,203.7,3030.0
415,3358.0,1505.25,214.5,3086.25
416,3533.8,1458.75,273.45,2904.0
417,3234.7,1522.5,157.8,3135.0
418,3095.6,1878.0,306.9,2917.5
419,2595.75,2199.0,359.25,3120.0
420,2013.8,2949.0,306.45,2898.75
421,2078.65,2686.5,528.6,2966.25
422,2820.15,2109.75,597.6,2842.5
423,2861.0,1905.0,394.5,3043.5
424,3155.8,1875.0,328.95,2816.25
425,2746.0,2259.0,291.0,2784.0
426,2490.1,2711.25,324.9,2643.75
427,2298.55,2814.0,325.2,2756.25
428,2858.55,2274.0,436.2,2771.25
429,2471.0,2356.5,324.75,3033.75
430,2561.85,1843.95,354.45,3273.75
431,3285.5,1575.0,336.75,3018.75
432,3901.5,1500.0,271.5,2535.0
433,3222.25,1722.75,225.0,3000.0
434,3522.85,1464.75,278.4,2268.0
435,2863.5,2193.0,278.25,2837.25
436,2844.5,2431.5,264.0,2628.0
437,1865.35,2712.0,298.65,3120.0
438,1672.35,2829.0,267.9,3180.75
439,2190.25,2812.5,306.0,2897.25
440,2043.25,2925.0,359.25,2962.5
441,2031.45,2855.25,390.3,2859.0
442,1877.55,2917.5,419.7,2951.25
443,1961.0,2784.0,384.0,2985.0
444,1820.95,2658.0,383.55,3307.5
445,1976.7,2302.5,495.3,2647.5
446,3101.9,1368.75,875.1,2336.25
