episode,investor_return,fair_1,max_1,fair_1_repay,max_1_repay
41,105352.25,262879.5,241778.25,0.29395499999999075,0.5505599999999916
42,78577.75,181383.75,267958.5,0.4218250000000073,0.40289500000000494
43,115681.25,260442.0,168096.75,0.52319,0.3389650000000091
44,93244.25,245049.0,229716.75,0.568129999999994,0.21155999999999445
45,176743.5,196538.25,71108.25,0.6564149999999804,0.25995999999999925
46,92941.25,222169.5,233369.25,0.46978499999999895,0.36376000000002856
47,280430.75,117426.75,309802.5,0.7933199999999915,0.3533550000000082
48,269046.75,156719.25,305454.0,0.7274950000000032,0.412799999999989
49,282160.5,102859.5,299190.0,0.7817099999999902,0.3852799999999957
50,-10000.0,56507.25,86060.40091874999,0.2054149999999714,0.3868849999999906
51,-10000.000000000004,66330.675,176286.6321323205,0.39716500000002586,0.3121899999999829
52,10788.25,54237.75,316284.0,0.2542699999999967,0.35305999999997495
53,21554.0,74121.75,319934.25,0.20050499999999224,0.38474499999998646
54,291108.5,101958.75,276312.75,0.7985149999999885,0.36589999999999434
55,336198.5,39149.25,244922.25,0.9332950000000028,0.26448500000001457
56,33286.75,190143.75,289819.5,0.37659500000002166,0.35167000000000814
57,243621.5,173307.75,261570.75,0.691844999999976,0.40245499999999595
58,327746.0,127907.25,295626.75,0.7824649999999886,0.44885500000000655
59,120020.5,211737.75,196971.75,0.5834399999999723,0.2301599999999986
60,105088.75,218362.5,287448.75,0.4982450000000096,0.33991500000000535
61,48506.25,115562.25,274111.5,0.4722600000000307,0.29589000000000476
62,44869.5,193633.5,312237.0,0.3766200000000076,0.34177500000001115
63,137010.25,120184.5,295145.25,0.5833250000000136,0.3618699999999872
64,198228.75,218028.0,311003.25,0.6154150000000255,0.388680000000002
65,97078.5,173739.0,309052.5,0.4728999999999921,0.35397999999999313
66,174562.5,227939.25,302768.25,0.543430000000003,0.44208999999998394
67,63960.75,176022.75,282676.5,0.4658299999999593,0.29358000000000134
68,381469.0,54742.5,304288.5,0.8949049999999416,0.42554499999999523
69,126613.25,203980.5,299396.25,0.5121999999999836,0.34586500000000236
70,435577.0,27355.5,288847.5,0.9482099999999778,0.4629599999999896
71,77330.0,157720.5,250159.5,0.40912000000003185,0.36061500000003355
72,67839.0,125464.5,269716.5,0.24204000000000248,0.4832549999999932
73,89995.25,222885.0,307419.75,0.389755000000018,0.41578000000000964
74,189574.5,60786.75,279888.75,0.7870549999999734,0.31843499999999864
75,61135.75,88581.0,232283.25,0.34619500000002107,0.3063749999999946
76,136642.5,117319.5,282528.0,0.5721349999999992,0.34651500000001445
77,273472.5,49104.0,295213.5,0.8739849999999826,0.32936000000000437
78,268087.75,36421.5,225330.75,0.7975399999999364,0.3492600000000134
79,67108.0,121332.75,305129.25,0.4122700000000122,0.3518550000000096
80,278418.0,87576.0,265236.0,0.8355649999999736,0.314125000000011
81,272974.25,158516.25,310399.5,0.7329149999999579,0.4132300000000031
82,219124.25,131144.25,221881.5,0.758795000000006,0.23973500000000458
83,77415.0,92259.75,264125.25,0.4613500000000122,0.35688000000000847
84,302523.25,64762.5,143054.25,0.8768649999999965,0.22676999999999703
85,74657.25,75090.0,205062.75,0.5284700000000072,0.37670499999999657
86,142440.0,137762.25,141717.75,0.6668349999999823,0.22123999999999902
87,235346.0,111957.0,231267.0,0.7260599999999846,0.3873899999999971
88,122611.75,87787.5,225060.75,0.6300749999999914,0.4058500000000129
89,110446.5,150108.75,159474.75,0.5823850000000027,0.22369999999999965
90,59172.5,97662.0,183925.5,0.6041249999999909,0.2667549999999976
91,93605.75,87524.25,146850.0,0.5337050000000072,0.3457600000000038
92,10030.75,11259.75,167599.5,0.6341199999999876,0.3034799999999954
93,271429.0,105770.25,105090.75,0.8200699999999485,0.24063500000000698
94,89972.75,57357.75,166219.5,0.526700000000016,0.3495299999999979
95,285621.75,75860.25,128808.0,0.8166999999999777,0.40357499999999263
96,95240.0,66702.75,178217.25,0.5605450000000114,0.26909500000000325
97,203314.25,103957.5,181868.25,0.7372600000000107,0.4378900000000016
98,14265.75,133047.75,215386.5,0.3420599999999823,0.27096500000001295
99,12075.0,41292.0,266013.0,0.31884500000002103,0.34578000000001113
100,7107.25,8880.0,187332.75,0.3640499999999892,0.323930000000019
